customer_id,recency,frequency,profit,r,f,m,rfm_score,customer_profile,address,postcode,state,country,property_valuation,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,tenure,age,age_group
472,49.0,5,3309.79,2,2,3,223,Silver,9907 Morningstar Pass,2147,NSW,Australia,9,Female,38,1990-11-16,Financial Services,Mass Customer,Yes,8.0,32.930147923904784,20-34
473,115.0,9,8364.66,1,4,4,144,Bronze,29 South Point,3111,VIC,Australia,9,Male,2,1977-03-13,Health,Mass Customer,Yes,20.0,46.608731330819374,35-49
474,97.0,2,1520.73,1,1,1,111,Bronze,91 Eagle Crest Circle,2567,NSW,Australia,9,Female,86,1983-01-15,Entertainment,Affluent Customer,No,18.0,40.76603777790589,35-49
477,35.0,5,3375.06,3,2,3,323,Gold,6674 Russell Center,2197,NSW,Australia,9,Female,32,1960-11-26,Financial Services,High Net Worth,Yes,13.0,62.90201592940798,50-64
481,14.0,2,1617.21,4,1,1,411,Gold,30991 Macpherson Parkway,2155,NSW,Australia,9,Female,68,1990-04-12,Argiculture,Mass Customer,No,8.0,33.52701165142828,20-34
483,40.0,7,2307.7799999999997,3,3,2,332,Gold,76369 Ridge Oak Place,3162,VIC,Australia,9,Male,35,1973-05-02,Retail,Affluent Customer,No,9.0,50.471918117680154,50-64
484,19.0,4,1600.54,3,1,1,311,Silver,51188 Annamark Hill,2037,NSW,Australia,9,Male,64,1974-04-24,Manufacturing,Mass Customer,No,22.0,49.494485316185255,50-64
485,14.0,6,2715.28,4,3,2,432,Platinum,00976 Sundown Lane,2428,NSW,Australia,3,Female,23,1974-11-08,Manufacturing,High Net Worth,No,20.0,48.95237972880153,35-49
486,91.0,5,4915.7699999999995,1,2,4,124,Bronze,87 Stone Corner Park,3141,VIC,Australia,7,Female,0,1955-12-30,Manufacturing,Affluent Customer,Yes,15.0,67.81108319293837,65-79
487,139.0,2,687.5100000000001,1,1,1,111,Bronze,9 Westridge Road,3178,VIC,Australia,9,Female,70,1979-09-19,Health,Mass Customer,No,10.0,44.089856884389945,35-49
488,27.0,6,1043.6399999999999,3,3,1,331,Gold,4671 Buell Trail,3564,VIC,Australia,2,Female,24,1980-07-11,Property,Mass Customer,Yes,10.0,43.279436410321345,35-49
489,124.0,5,2073.68,1,2,2,122,Bronze,3743 Melody Avenue,3550,VIC,Australia,4,Female,18,1971-05-31,Retail,Mass Customer,Yes,4.0,52.393928836586085,50-64
491,68.0,7,2735.71,2,3,2,232,Silver,31 Twin Pines Trail,3775,VIC,Australia,10,Male,45,1976-02-20,Property,Affluent Customer,Yes,19.0,47.668301342523925,35-49
492,89.0,4,2707.9,1,1,2,112,Bronze,11731 3rd Hill,3004,VIC,Australia,9,Male,54,1976-04-28,Financial Services,Mass Customer,No,21.0,47.48212366604871,35-49
493,75.0,3,151.93999999999997,2,1,1,211,Bronze,411 Lien Place,4226,QLD,Australia,10,Female,83,1960-09-13,Manufacturing,Mass Customer,Yes,5.0,63.10462104792513,50-64
495,128.0,6,4087.04,1,3,3,133,Bronze,4 Pond Parkway,3185,VIC,Australia,9,Male,91,1959-02-21,Financial Services,Mass Customer,Yes,6.0,64.66522804190858,65-79
496,45.0,4,1310.77,3,1,1,311,Silver,61293 Delladonna Way,2015,NSW,Australia,9,Female,25,1976-01-28,Financial Services,Affluent Customer,Yes,11.0,47.73127320368466,35-49
498,7.0,7,4982.410000000001,4,3,4,434,Platinum,470 Bunting Center,2447,NSW,Australia,3,Female,58,1978-04-30,Manufacturing,High Net Worth,Yes,10.0,45.47797573693312,35-49
499,55.0,11,4043.5800000000004,2,4,3,243,Silver,02 Boyd Crossing,3143,VIC,Australia,7,Male,39,1961-03-15,Financial Services,Affluent Customer,No,19.0,62.60358406564623,50-64
500,24.0,8,3977.81,3,4,3,343,Gold,2639 Brown Road,3910,VIC,Australia,7,Male,19,1992-04-11,Retail,Affluent Customer,Yes,10.0,31.52833953632667,20-34
502,166.0,4,2508.8100000000004,1,1,2,112,Bronze,353 Stuart Trail,4702,QLD,Australia,3,Female,39,1970-12-24,Manufacturing,Mass Customer,No,18.0,52.82651814369027,50-64
503,83.0,3,1280.6399999999999,2,1,1,211,Bronze,9 Rowland Road,2133,NSW,Australia,10,Male,87,1989-07-19,Health,Affluent Customer,Yes,10.0,34.25803282229421,35-49
504,136.0,8,2714.7599999999998,1,4,2,142,Bronze,830 Summit Center,3075,VIC,Australia,7,Male,93,1995-04-25,Manufacturing,High Net Worth,Yes,7.0,28.492000665576416,20-34
506,56.0,10,6985.24,2,4,4,244,Silver,808 Debra Center,3911,VIC,Australia,10,Female,43,1985-02-14,Retail,Mass Customer,No,21.0,38.68249054558764,35-49
508,155.0,4,2587.54,1,1,2,112,Bronze,4 Thackeray Pass,2487,NSW,Australia,9,Female,94,1971-01-18,Property,Mass Customer,Yes,11.0,52.75807046851556,50-64
509,89.0,6,4389.7300000000005,1,3,4,134,Bronze,9 Bayside Hill,4123,QLD,Australia,6,Male,64,1979-08-06,Financial Services,Affluent Customer,Yes,21.0,44.210324792697435,35-49
511,11.0,4,1152.6299999999999,4,1,1,411,Gold,7 Hooker Place,2428,NSW,Australia,3,Female,92,1982-12-02,Health,High Net Worth,No,10.0,40.88650568621339,35-49
512,95.0,4,1136.3400000000001,1,1,1,111,Bronze,089 Old Shore Point,3156,VIC,Australia,8,Male,76,1955-04-15,Financial Services,Mass Customer,No,6.0,68.52020110774839,65-79
515,14.0,8,5916.69,4,4,4,444,Platinum,12845 Paget Lane,2026,NSW,Australia,12,Female,55,1989-09-04,IT,High Net Worth,No,8.0,34.12935119296575,35-49
516,19.0,10,4722.21,3,4,4,344,Gold,1 Vidon Pass,2233,NSW,Australia,8,Male,23,1958-01-07,Financial Services,Mass Customer,No,20.0,65.78776991477386,65-79
517,10.0,6,2632.16,4,3,2,432,Platinum,590 Hayes Court,2027,NSW,Australia,11,Female,73,1985-08-20,Property,Mass Customer,Yes,3.0,38.17050193528079,35-49
518,261.0,3,938.2500000000001,1,1,1,111,Bronze,49503 Sachtjen Circle,4208,QLD,Australia,8,Male,60,1991-04-28,Retail,Mass Customer,Yes,10.0,32.48386908176566,20-34
520,16.0,5,819.2600000000001,4,2,1,421,Platinum,3169 Old Gate Point,2211,NSW,Australia,9,Female,66,1964-08-09,Financial Services,Affluent Customer,Yes,15.0,59.200365655959516,50-64
521,154.0,2,624.9000000000001,1,1,1,111,Bronze,90974 Chinook Parkway,2564,NSW,Australia,8,Female,29,1978-12-19,Health,High Net Worth,No,16.0,44.840043404304794,35-49
523,18.0,6,2795.7700000000004,4,3,3,433,Platinum,62 Northport Lane,2049,NSW,Australia,10,Female,44,1974-11-24,Financial Services,Affluent Customer,Yes,16.0,48.90857321668972,35-49
524,138.0,7,2024.53,1,3,2,132,Bronze,84 Calypso Circle,3690,VIC,Australia,5,Female,16,1962-09-09,Retail,Mass Customer,No,11.0,61.11690056085147,50-64
525,119.0,8,3584.83,1,4,3,143,Bronze,81848 Amoth Road,3282,VIC,Australia,2,Male,64,1980-02-12,Manufacturing,Mass Customer,Yes,9.0,43.69012246136962,35-49
527,43.0,2,1694.76,3,1,1,311,Silver,1 Cordelia Alley,2261,NSW,Australia,8,Female,81,1990-10-19,Financial Services,Mass Customer,Yes,9.0,33.006809320100466,20-34
528,134.0,6,4150.06,1,3,4,134,Bronze,80 Lakewood Street,2576,NSW,Australia,10,Female,10,1979-06-06,Health,Mass Customer,No,4.0,44.377337120123734,35-49
529,12.0,6,2339.14,4,3,2,432,Platinum,66834 Melby Way,2160,NSW,Australia,9,Male,18,1989-07-21,Retail,Affluent Customer,Yes,10.0,34.252557008280235,35-49
530,162.0,3,1751.35,1,1,1,111,Bronze,35796 Buhler Plaza,3108,VIC,Australia,10,Male,2,1974-09-24,Manufacturing,Mass Customer,No,15.0,49.07558554411602,50-64
531,61.0,5,1761.46,2,2,1,221,Silver,306 Longview Street,2145,NSW,Australia,7,Female,94,1993-08-26,Financial Services,High Net Worth,No,1.0,30.15391021881844,20-34
532,28.0,5,2963.81,3,2,3,323,Gold,39632 Michigan Park,4165,QLD,Australia,5,Female,25,1961-01-14,Financial Services,Affluent Customer,No,19.0,62.76785848606554,50-64
533,2.0,6,5387.05,4,3,4,434,Platinum,1038 Hayes Point,2021,NSW,Australia,7,Male,40,1981-12-14,Retail,Mass Customer,No,11.0,41.852986859680335,35-49
536,32.0,3,2832.0599999999995,3,1,3,313,Gold,64700 2nd Alley,2145,NSW,Australia,7,Female,64,1959-04-07,Manufacturing,Affluent Customer,No,16.0,64.5420222265941,65-79
537,49.0,3,825.73,2,1,1,211,Bronze,999 Huxley Hill,2190,NSW,Australia,10,Female,16,1989-03-26,Entertainment,High Net Worth,No,7.0,34.57289212809789,35-49
538,4.0,6,5619.99,4,3,4,434,Platinum,311 Emmet Point,4211,QLD,Australia,7,Female,33,1956-10-21,Manufacturing,Mass Customer,Yes,5.0,67.00066271886978,65-79
540,79.0,6,1821.0300000000002,2,3,2,232,Silver,7671 Oak Valley Junction,2170,NSW,Australia,9,Female,80,2001-04-28,Manufacturing,Mass Customer,No,1.0,22.482294785236643,20-34
542,38.0,6,2098.52,3,3,2,332,Gold,8635 Cody Crossing,2337,NSW,Australia,6,Female,78,1967-01-14,Manufacturing,Mass Customer,No,18.0,56.76910423375372,50-64
543,0.0,5,1924.15,4,2,2,422,Platinum,20 Debs Road,2307,NSW,Australia,4,Male,9,1973-08-03,Retail,Affluent Customer,Yes,17.0,50.217292766030226,50-64
544,173.0,4,2246.42,1,1,2,112,Bronze,858 Independence Terrace,2121,NSW,Australia,10,Male,51,1990-10-12,Manufacturing,High Net Worth,Yes,5.0,33.025974669149385,20-34
545,6.0,6,5665.789999999999,4,3,4,434,Platinum,142 Cambridge Place,2761,NSW,Australia,8,Female,43,1978-06-04,Health,Mass Customer,Yes,18.0,45.38214899168852,35-49
546,37.0,5,4449.53,3,2,4,324,Gold,20198 Hansons Plaza,2340,NSW,Australia,2,Female,80,1981-02-24,Health,Mass Customer,Yes,12.0,42.65519361272796,35-49
547,74.0,6,2901.1899999999996,2,3,3,233,Silver,04678 Elka Crossing,2745,NSW,Australia,9,Female,22,1996-05-14,Health,Mass Customer,No,5.0,27.437906467885842,20-34
549,40.0,8,3751.75,3,4,3,343,Gold,2 East Circle,2716,NSW,Australia,1,Male,84,1985-06-15,Retail,Mass Customer,Yes,2.0,38.35120379774203,35-49
551,152.0,4,2850.0,1,1,3,113,Bronze,7901 Park Meadow Plaza,3076,VIC,Australia,7,Female,8,1987-08-10,Financial Services,High Net Worth,No,9.0,36.19920889024907,35-49
552,159.0,4,1577.7000000000003,1,1,1,111,Bronze,58 Maywood Place,2750,NSW,Australia,9,Male,66,1978-09-09,Manufacturing,High Net Worth,Yes,20.0,45.116572012010636,35-49
553,19.0,6,2566.27,3,3,2,332,Gold,532 Bartillon Circle,2166,NSW,Australia,7,Female,62,1979-05-12,Argiculture,Affluent Customer,Yes,7.0,44.44578479529845,35-49
554,38.0,3,1670.6699999999998,3,1,1,311,Silver,032 Kenwood Circle,2031,NSW,Australia,9,Female,33,1955-05-06,Health,Mass Customer,Yes,7.0,68.46270506060164,65-79
555,165.0,4,3505.6299999999997,1,1,3,113,Bronze,67 8th Terrace,3564,VIC,Australia,4,Male,99,1970-11-08,Property,Mass Customer,No,4.0,52.952461866011745,50-64
559,6.0,4,1824.48,4,1,2,412,Platinum,1 Service Alley,2116,NSW,Australia,10,Female,39,1988-03-05,Retail,High Net Worth,Yes,16.0,35.62972423279545,35-49
560,41.0,6,3583.46,3,3,3,333,Gold,62117 Trailsway Place,3356,VIC,Australia,1,Female,1,1953-10-11,Health,Affluent Customer,No,8.0,70.02878786859907,65-79
563,33.0,7,1931.13,3,3,2,332,Gold,9161 Hoepker Street,4740,QLD,Australia,5,Male,25,1974-09-20,IT,Mass Customer,Yes,19.0,49.08653717214397,50-64
564,11.0,6,2143.39,4,3,2,432,Platinum,19 Lakewood Gardens Way,2760,NSW,Australia,9,Female,7,1983-11-07,Retail,High Net Worth,No,7.0,39.9556173038373,35-49
565,104.0,10,7079.07,1,4,4,144,Bronze,5861 Browning Park,2065,NSW,Australia,8,Male,30,1959-10-02,Manufacturing,Mass Customer,Yes,16.0,64.05467477935014,65-79
566,52.0,3,2145.56,2,1,2,212,Silver,396 Butternut Point,2230,NSW,Australia,12,Female,66,1978-12-09,Financial Services,High Net Worth,Yes,9.0,44.86742247437468,35-49
568,91.0,7,1258.1,1,3,1,131,Bronze,8601 Cardinal Court,4505,QLD,Australia,8,Male,32,1957-12-15,Manufacturing,Mass Customer,No,13.0,65.85074177593461,65-79
569,98.0,4,6084.139999999999,1,1,4,114,Bronze,35631 Colorado Crossing,2630,NSW,Australia,2,Male,30,1976-01-31,IT,Mass Customer,No,10.0,47.72305948266369,35-49
570,35.0,6,3446.07,3,3,3,333,Gold,446 Dottie Court,2225,NSW,Australia,10,Male,14,1978-06-24,Financial Services,Mass Customer,Yes,15.0,45.32739085154875,35-49
571,72.0,3,2284.98,2,1,2,212,Silver,37 Ilene Hill,3121,VIC,Australia,10,Female,30,1958-02-15,Entertainment,Mass Customer,No,6.0,65.68099154150131,65-79
572,13.0,6,2600.44,4,3,2,432,Platinum,909 Browning Crossing,3013,VIC,Australia,10,Male,0,1967-05-01,Health,High Net Worth,Yes,5.0,56.47614818400595,50-64
574,277.0,4,2172.4100000000003,1,1,2,112,Bronze,7 Claremont Court,2111,NSW,Australia,12,Male,95,1990-04-09,Financial Services,Mass Customer,No,20.0,33.53522537244925,20-34
575,248.0,2,714.24,1,1,1,111,Bronze,64 Hayes Circle,2209,NSW,Australia,11,Male,64,1956-06-10,Financial Services,High Net Worth,Yes,11.0,67.36480435079925,65-79
576,7.0,6,4580.35,4,3,4,434,Platinum,44 Bunting Parkway,2106,NSW,Australia,10,Male,98,1977-05-19,Retail,Mass Customer,Yes,7.0,46.42529156135114,35-49
579,52.0,9,4204.6,2,4,4,244,Silver,4559 Stoughton Lane,2097,NSW,Australia,10,Female,89,1974-06-11,Health,Mass Customer,No,12.0,49.36306577984981,50-64
580,24.0,5,2185.51,3,2,2,322,Gold,7046 Surrey Road,2287,NSW,Australia,7,Male,83,1975-12-03,Financial Services,Mass Customer,Yes,14.0,47.884595996076015,35-49
581,53.0,4,2223.5499999999997,2,1,2,212,Silver,58821 Warbler Crossing,2291,NSW,Australia,9,Female,32,1969-05-22,Financial Services,Mass Customer,Yes,16.0,54.41724211475059,50-64
583,31.0,4,2258.1899999999996,3,1,2,312,Gold,8 Sommers Circle,2305,NSW,Australia,7,Male,97,1986-04-14,Health,Mass Customer,No,4.0,37.52161797462451,35-49
584,132.0,4,1270.2099999999998,1,1,1,111,Bronze,3 Lunder Place,2300,NSW,Australia,10,Female,10,1995-09-15,Manufacturing,Affluent Customer,Yes,19.0,28.100479963577058,20-34
586,90.0,3,2562.4700000000003,1,1,2,112,Bronze,61493 Manufacturers Junction,2539,NSW,Australia,9,Female,63,1999-03-15,Manufacturing,Mass Customer,No,4.0,24.604172715652734,20-34
587,53.0,6,3293.38,2,3,3,233,Silver,1192 Declaration Hill,3207,VIC,Australia,8,Male,43,1966-05-27,Health,Mass Customer,Yes,19.0,57.40429865937506,50-64
589,10.0,3,1397.8999999999999,4,1,1,411,Gold,01736 Saint Paul Way,2154,NSW,Australia,11,Male,76,1995-12-07,Financial Services,Mass Customer,Yes,1.0,27.873233681997014,20-34
590,43.0,11,6119.6,3,4,4,344,Gold,9816 Carberry Trail,2036,NSW,Australia,11,Female,85,1988-09-09,Health,Mass Customer,Yes,11.0,35.114997715481614,35-49
591,221.0,2,484.9599999999999,1,1,1,111,Bronze,36912 Gina Pass,2133,NSW,Australia,11,Male,16,1974-10-02,Entertainment,Affluent Customer,No,16.0,49.05368228806011,50-64
592,199.0,4,1071.53,1,1,1,111,Bronze,86857 Hoepker Lane,4300,QLD,Australia,8,Male,73,1992-09-24,Manufacturing,Mass Customer,No,2.0,31.073846973166578,20-34
595,184.0,3,2011.16,1,1,2,112,Bronze,0278 Elka Place,4305,QLD,Australia,4,Male,72,1973-05-12,Financial Services,Mass Customer,No,22.0,50.44453904761027,50-64
596,85.0,3,3836.34,2,1,3,213,Silver,067 Cottonwood Park,4340,QLD,Australia,2,Female,9,1968-10-20,Property,Affluent Customer,No,13.0,55.00315421424614,50-64
597,61.0,5,1830.3900000000003,2,2,2,222,Silver,60010 Knutson Road,3137,VIC,Australia,7,Female,6,1954-12-10,Manufacturing,Mass Customer,No,6.0,68.86517739062894,65-79
598,131.0,7,3535.56,1,3,3,133,Bronze,945 Hayes Park,2075,NSW,Australia,12,Male,25,1967-06-27,Financial Services,High Net Worth,No,12.0,56.320087484607605,50-64
600,206.0,3,1854.78,1,1,2,112,Bronze,0 Rigney Way,2148,NSW,Australia,8,Male,65,1974-05-10,Argiculture,Mass Customer,Yes,8.0,49.45067880407344,50-64
601,58.0,5,1423.4399999999998,2,2,1,221,Silver,71 Meadow Ridge Parkway,2539,NSW,Australia,11,Male,56,1992-12-04,Retail,High Net Worth,Yes,4.0,30.879455575670395,20-34
603,49.0,7,3148.1,2,3,3,233,Silver,846 Clove Junction,4300,QLD,Australia,5,Female,28,1987-04-18,Financial Services,Affluent Customer,No,11.0,36.51133028904575,35-49
604,69.0,6,4661.959999999999,2,3,4,234,Silver,07 Pepper Wood Way,2750,NSW,Australia,8,Female,72,1998-02-10,IT,Affluent Customer,No,3.0,25.69385970443416,20-34
605,2.0,8,5025.639999999999,4,4,4,444,Platinum,425 Thierer Junction,2761,NSW,Australia,8,Male,13,1972-03-26,Manufacturing,Mass Customer,Yes,5.0,51.57255673448954,50-64
606,55.0,6,2488.5299999999997,2,3,2,232,Silver,876 Ridgeview Circle,2566,NSW,Australia,8,Female,62,1989-07-16,Manufacturing,Mass Customer,Yes,2.0,34.26624654331518,35-49
607,58.0,9,6998.39,2,4,4,244,Silver,00164 Canary Drive,2041,NSW,Australia,11,Female,55,1976-08-10,Health,Mass Customer,No,15.0,47.1973813373219,35-49
608,85.0,8,4050.11,2,4,3,243,Silver,61 Talmadge Lane,4504,QLD,Australia,6,Female,55,1980-01-08,Retail,High Net Worth,Yes,12.0,43.78594920661422,35-49
609,36.0,4,2168.73,3,1,2,312,Gold,55 Birchwood Alley,2176,NSW,Australia,9,Female,32,2000-11-06,Health,Mass Customer,No,1.0,22.955952697445653,20-34
610,46.0,9,3399.91,2,4,3,243,Silver,3785 Dapin Drive,2036,NSW,Australia,6,Male,45,1958-03-16,Financial Services,Mass Customer,Yes,15.0,65.60159223829865,65-79
611,3.0,8,3500.44,4,4,3,443,Platinum,83 Ryan Hill,4551,QLD,Australia,8,Male,58,1986-12-20,Manufacturing,Mass Customer,Yes,16.0,36.837141222877385,35-49
612,87.0,3,665.4299999999998,2,1,1,211,Bronze,679 Huxley Trail,2087,NSW,Australia,11,Male,50,1962-01-12,Health,Mass Customer,No,14.0,61.77399824252871,50-64
613,3.0,6,2098.59,4,3,2,432,Platinum,2 Hoffman Way,2212,NSW,Australia,9,Female,4,1989-11-14,Property,High Net Worth,No,17.0,33.93495979546957,20-34
617,20.0,4,2313.43,3,1,2,312,Gold,9 Schmedeman Hill,4075,QLD,Australia,7,Female,81,1960-08-01,Property,Mass Customer,No,15.0,63.22235104922564,50-64
618,308.0,2,1202.3899999999999,1,1,1,111,Bronze,95022 Roth Terrace,3975,VIC,Australia,7,Male,17,1962-04-05,Manufacturing,Affluent Customer,Yes,18.0,61.54675196094867,50-64
619,65.0,7,3378.3500000000004,2,3,3,233,Silver,66897 Pawling Circle,2066,NSW,Australia,9,Male,39,1977-08-14,Property,Mass Customer,No,20.0,46.18709365174314,35-49
620,103.0,8,1981.2999999999997,1,4,2,142,Bronze,1 Thackeray Crossing,4114,QLD,Australia,3,Female,54,1973-03-26,Financial Services,Mass Customer,Yes,5.0,50.57322067693873,50-64
623,93.0,3,1636.8900000000003,1,1,1,111,Bronze,4 Loeprich Avenue,4022,QLD,Australia,3,Male,52,1988-04-23,Property,High Net Worth,No,4.0,35.495566789453015,35-49
624,90.0,3,3352.89,1,1,3,113,Bronze,575 Prentice Road,2168,NSW,Australia,8,Male,44,1976-01-13,Manufacturing,Mass Customer,Yes,13.0,47.772341808789484,35-49
625,16.0,6,2326.08,4,3,2,432,Platinum,8 Melrose Road,4116,QLD,Australia,7,Female,33,1974-11-27,Entertainment,High Net Worth,Yes,7.0,48.90035949566875,35-49
626,54.0,9,3437.37,2,4,3,243,Silver,226 Rowland Street,4178,QLD,Australia,7,Male,12,1992-11-24,Manufacturing,Mass Customer,No,2.0,30.90683464574028,20-34
628,54.0,5,1313.8600000000001,2,2,1,221,Silver,4744 Garrison Drive,4132,QLD,Australia,4,Female,14,1981-10-24,Financial Services,Mass Customer,No,13.0,41.99262011703675,35-49
629,64.0,8,2245.43,2,4,2,242,Silver,64 Nelson Drive,4820,QLD,Australia,1,Male,29,1960-12-06,Manufacturing,High Net Worth,No,6.0,62.874636859338096,50-64
630,53.0,7,3717.21,2,3,3,233,Silver,87 Linden Park,2153,NSW,Australia,10,Male,90,1986-08-11,Property,Affluent Customer,Yes,17.0,37.19580704079288,35-49
632,41.0,3,1726.6099999999997,3,1,1,311,Silver,725 Cordelia Junction,3028,VIC,Australia,8,Male,67,1998-04-26,Health,Mass Customer,No,1.0,25.488516678910024,20-34
634,17.0,7,2853.18,4,3,3,433,Platinum,04 Namekagon Pass,2326,NSW,Australia,3,Female,35,1978-01-30,Manufacturing,Mass Customer,No,15.0,45.72438736756208,35-49
637,7.0,13,5402.47,4,4,4,444,Platinum,9427 Tennyson Plaza,2759,NSW,Australia,8,Female,60,1976-09-23,Health,High Net Worth,No,13.0,47.076913429014404,35-49
639,8.0,6,2516.35,4,3,2,432,Platinum,44 Upham Crossing,2148,NSW,Australia,7,Male,51,1974-06-03,Manufacturing,Mass Customer,No,16.0,49.38496903590572,50-64
640,10.0,8,4278.6,4,4,4,444,Platinum,18 Forest Avenue,2204,NSW,Australia,9,Male,12,1975-07-12,Entertainment,High Net Worth,Yes,10.0,48.27885460508236,35-49
641,202.0,4,2456.51,1,1,2,112,Bronze,049 Michigan Parkway,3337,VIC,Australia,6,Male,86,1974-11-21,Manufacturing,Affluent Customer,No,3.0,48.91678693771068,35-49
642,24.0,7,2724.29,3,3,2,332,Gold,831 Hayes Park,4218,QLD,Australia,8,Male,9,1972-12-19,Property,Mass Customer,No,12.0,50.83879765661661,50-64
643,197.0,4,2308.04,1,1,2,112,Bronze,491 Merry Crossing,3011,VIC,Australia,4,Female,48,1982-12-29,Entertainment,Mass Customer,Yes,10.0,40.8125821970247,35-49
644,157.0,3,550.0,1,1,1,111,Bronze,598 Randy Way,2380,NSW,Australia,1,Male,59,1999-12-22,Health,Affluent Customer,No,2.0,23.832082939681975,20-34
646,110.0,4,2533.4099999999994,1,1,2,112,Bronze,3 Erie Hill,3564,VIC,Australia,2,Female,3,1973-07-22,Manufacturing,Affluent Customer,No,13.0,50.25014765011409,50-64
647,42.0,9,5279.19,3,4,4,344,Gold,678 Old Gate Pass,3171,VIC,Australia,9,Male,61,1957-01-23,Retail,Mass Customer,Yes,10.0,66.74329946021285,65-79
648,57.0,7,4222.63,2,3,4,234,Silver,9 Mayfield Road,4551,QLD,Australia,7,Male,86,1978-06-04,Financial Services,Mass Customer,Yes,9.0,45.38214899168852,35-49
649,11.0,5,263.5399999999999,4,2,1,421,Platinum,41759 Crowley Circle,2560,NSW,Australia,8,Female,23,1974-12-07,Financial Services,Mass Customer,Yes,10.0,48.87298042559887,35-49
651,18.0,3,3473.32,4,1,3,413,Platinum,58729 Moland Trail,2035,NSW,Australia,12,Female,76,1973-10-24,Health,Affluent Customer,No,13.0,49.992784391457164,50-64
653,37.0,5,2623.84,3,2,2,322,Gold,67 Aberg Hill,2519,NSW,Australia,4,Male,68,1968-01-28,Financial Services,Affluent Customer,Yes,19.0,55.73143747810508,50-64
654,28.0,3,1374.9,3,1,1,311,Silver,88 La Follette Way,2166,NSW,Australia,8,Female,2,1993-05-19,Manufacturing,Affluent Customer,No,5.0,30.424963012510304,20-34
655,51.0,6,5753.879999999999,2,3,4,234,Silver,2884 Welch Lane,3807,VIC,Australia,8,Male,64,1974-11-25,Manufacturing,Affluent Customer,Yes,19.0,48.90583530968273,35-49
656,10.0,8,3749.56,4,4,3,443,Platinum,60 Meadow Vale Hill,3032,VIC,Australia,5,Female,80,1978-11-17,Manufacturing,High Net Worth,Yes,8.0,44.92765642852843,35-49
658,97.0,5,2596.17,1,2,2,122,Bronze,355 Thackeray Circle,3025,VIC,Australia,9,Male,38,1944-01-24,Manufacturing,Affluent Customer,Yes,8.0,79.74288192939429,80-94
661,34.0,6,3308.0899999999997,3,3,3,333,Gold,30274 Graedel Way,2577,NSW,Australia,7,Female,35,1988-05-07,IT,High Net Worth,No,14.0,35.45723609135518,35-49
662,86.0,7,3873.0,2,3,3,233,Silver,74013 Mesta Terrace,3084,VIC,Australia,9,Female,41,1967-07-04,Manufacturing,Mass Customer,Yes,5.0,56.300922135558686,50-64
663,73.0,4,2132.7900000000004,2,1,2,212,Silver,15 Lindbergh Center,2199,NSW,Australia,9,Male,27,1997-07-17,Property,Affluent Customer,Yes,3.0,26.26334436188777,20-34
664,84.0,4,1036.09,2,1,1,211,Bronze,3 Corscot Hill,4870,QLD,Australia,5,Male,38,1994-10-05,Health,High Net Worth,No,4.0,29.045057880988093,20-34
666,41.0,5,2459.7599999999998,3,2,2,322,Gold,25 Mesta Plaza,3975,VIC,Australia,8,Female,82,1983-11-01,Health,High Net Worth,Yes,15.0,39.97204474587923,35-49
667,19.0,5,3802.78,3,2,3,323,Gold,1349 Namekagon Crossing,2134,NSW,Australia,12,Female,62,1994-03-19,Manufacturing,High Net Worth,Yes,3.0,29.592639282385797,20-34
668,6.0,7,4375.9800000000005,4,3,4,434,Platinum,186 Shasta Avenue,2066,NSW,Australia,9,Female,61,1966-08-26,Health,Mass Customer,No,7.0,57.1551491217391,50-64
670,116.0,4,1542.17,1,1,1,111,Bronze,756 Farragut Place,4740,QLD,Australia,2,Female,75,1992-11-09,Retail,Affluent Customer,No,8.0,30.94790325084511,20-34
672,50.0,3,3633.1399999999994,2,1,3,213,Silver,618 Independence Pass,2800,NSW,Australia,1,Male,53,1977-01-12,Retail,High Net Worth,No,12.0,46.77300575123868,35-49
673,2.0,5,2058.7,4,2,2,422,Platinum,2836 Morning Drive,2304,NSW,Australia,7,Male,35,1975-06-27,Health,Mass Customer,Yes,4.0,48.31992321018719,35-49
675,0.0,3,1396.6200000000003,4,1,1,411,Gold,99 Cascade Crossing,2048,NSW,Australia,12,Female,37,1976-12-19,Financial Services,Mass Customer,Yes,17.0,46.838715519406406,35-49
677,71.0,5,940.36,2,2,1,221,Silver,5 Lyons Alley,2216,NSW,Australia,10,Male,59,1997-07-28,Financial Services,Mass Customer,No,5.0,26.233227384810895,20-34
678,94.0,3,1606.99,1,1,1,111,Bronze,96910 Sugar Point,4352,QLD,Australia,7,Female,57,1995-08-31,IT,High Net Worth,No,2.0,28.141548568681888,20-34
679,62.0,10,3551.2400000000002,2,4,3,243,Silver,558 Maple Court,2557,NSW,Australia,9,Female,29,1974-10-21,Health,Mass Customer,No,12.0,49.00166205492733,50-64
681,7.0,6,2244.1899999999996,4,3,2,432,Platinum,76 Hanson Junction,2147,NSW,Australia,9,Female,55,1978-09-18,Manufacturing,Mass Customer,Yes,17.0,45.09193084894774,35-49
682,20.0,7,5428.94,3,3,4,334,Gold,3 Sheridan Park,2548,NSW,Australia,8,Male,53,1971-03-16,Health,Affluent Customer,Yes,7.0,52.60200976911722,50-64
